0.000000000000000000e+00,1.508748904385624826e+08,1.051329344936900735e+08,1.065373733838144839e+08,-1.897595115063807368e+07
2.500000000000000000e-01,4.790899168940388336e+04,-1.874287255716146319e+04,-4.257510505770437885e+04,1.146021999469511138e+04
5.000000000000000000e-01,2.788006758407919481e+07,-2.604463394457837939e+07,-9.347193639484439045e+06,3.406637968983598519e+06
7.500000000000000000e-01,1.641548502914009243e+07,-1.481271266677684151e+07,-6.886120708657141775e+06,1.622662558646959951e+06
1.000000000000000000e+00,4.438844139954254963e+06,-1.486711765702124685e+06,-4.162246949268474709e+06,4.107624104447407299e+05
1.250000000000000000e+00,2.881780274371015839e+06,-1.650551785363280447e+06,-2.313492279200725257e+06,4.775875078628080082e+05
1.500000000000000000e+00,2.244029922470515966e+07,-1.591121272525949776e+07,-1.553297825596535206e+07,3.021080171983328648e+06
1.750000000000000000e+00,8.859383442835226655e+06,-6.567902995982201770e+06,-5.225061643770026043e+06,2.837262067796037532e+06
2.000000000000000000e+00,1.864722706841180800e+06,-1.393405163984873332e+06,-1.109036918571709888e+06,5.528561617946886690e+05
2.250000000000000000e+00,6.863109381852616556e+06,-3.724477692821593955e+06,-5.755417862217298709e+06,3.251177236291468726e+05
2.500000000000000000e+00,1.842357824446121603e+07,-1.200911503871249780e+07,-1.377052041855297424e+07,2.362659247324827127e+06
2.750000000000000000e+00,5.981636255909668282e+06,-5.025220005827299319e+06,-2.960771126967232674e+06,1.327015646012999583e+06
3.000000000000000000e+00,3.291689937471398618e+06,-1.513280237830689643e+06,-2.876688403032209259e+06,5.194895553344171494e+05
3.250000000000000000e+00,6.459978321883804165e+06,-5.311601360822639428e+06,-3.082152357276832219e+06,2.004631574491593055e+06
3.500000000000000000e+00,1.359353562637741445e+06,-7.408597740379176103e+05,-9.918602585625433130e+05,5.614108397178048035e+05
3.750000000000000000e+00,7.265745340858224081e+05,-2.398412925897311652e+05,-6.684020476374371210e+05,1.537055973769272678e+05
4.000000000000000000e+00,7.071494361440535635e+06,-5.046158088645962998e+06,-4.954020677555882372e+06,-4.178839208146673627e+02
4.250000000000000000e+00,1.629565997594289947e+06,-1.092732335320351645e+06,-1.193352740014483687e+06,1.932113396276933781e+05
4.500000000000000000e+00,5.071471186476907693e+06,-1.913808454107837519e+06,-4.470444675399495289e+06,1.439542149588946253e+06
4.750000000000000000e+00,2.734614401601388119e+06,-1.930386750250516459e+06,-1.736726159954423085e+06,8.576159777155107586e+05
5.000000000000000000e+00,9.275683817156066652e+05,-8.522028387191484217e+05,-3.662129340319213225e+05,4.638036790091784496e+03
5.250000000000000000e+00,1.556289565674710553e+06,-1.366379723226289032e+06,-7.275610115281405160e+05,1.603079495476679876e+05
5.500000000000000000e+00,4.636407331874939613e+06,-3.920030713421180379e+06,-2.329174800277922768e+06,8.393907925684099318e+05
5.750000000000000000e+00,1.681482923186499858e+06,-9.223957044056077721e+05,-1.322624469446295174e+06,4.766922469306646381e+05
6.000000000000000000e+00,1.361362065108712122e+05,-1.152689795420400187e+05,2.812626385546966048e+04,-6.674610370680695632e+04
6.250000000000000000e+00,2.786456510100553278e+06,-2.238457697274728213e+06,-1.346065323270316003e+06,9.704407069380681496e+05
6.500000000000000000e+00,7.953850237083047396e+05,-3.291678275547070662e+05,-6.561016545472865691e+05,3.062947863459123182e+05
6.750000000000000000e+00,5.651255405987198465e+06,-4.834837312298252247e+06,-1.631726764030877734e+06,2.428683510639759712e+06
7.000000000000000000e+00,3.987169120239187498e+06,-3.230528535600633360e+06,-1.879345170921188779e+06,1.388979734407299198e+06
7.250000000000000000e+00,2.537053877927398775e+06,-1.284308982509473106e+06,-1.826450698519282509e+06,1.204686956362671917e+06
7.500000000000000000e+00,1.987101395011333283e+06,-1.598453638985347003e+06,-1.071567294478146592e+06,4.952387822811071528e+05
7.750000000000000000e+00,1.122374996806913521e+06,-9.684694857503136154e+05,-5.130793945407045539e+05,2.419545898006199568e+05
8.000000000000000000e+00,1.196173226430722047e+06,-9.445180294762654230e+05,-6.732323353929216973e+05,2.923598847402779502e+05
8.250000000000000000e+00,1.103604417053194018e+06,-7.194794716298523126e+05,-8.110811593790380284e+05,2.060081361085142707e+05
8.500000000000000000e+00,3.486970984209589078e+05,-3.069332262127054273e+05,-1.285330562534758210e+05,1.042157115985729906e+05
8.750000000000000000e+00,2.508980613587200642e+06,-2.299607795945116319e+06,-6.014326322136969538e+05,8.031603159353398951e+05
9.000000000000000000e+00,1.326351313065307215e+06,-9.085200145560862729e+05,-7.880316980854137801e+05,5.592899352157990215e+05
9.250000000000000000e+00,1.429941018224735744e+06,-1.276659534368251916e+06,-4.362355034063432831e+05,4.738885253686208744e+05
9.500000000000000000e+00,7.295521266931229038e+05,-4.460360331563923392e+05,-5.323905539395470405e+05,2.232900821006395854e+05
9.750000000000000000e+00,1.349048723524271278e+06,-7.673735785104299430e+05,-9.941622886751178885e+05,4.926576836128860596e+05
1.000000000000000000e+01,5.343206671029918361e+05,-4.094402970306798816e+05,-2.809075648708014050e+05,1.973528780108648352e+05
